video_id,frame_index,time_sec,instance_id,score,x1,y1,x2,y2,mask_path,crop_path
000,1,0.33,17,0.8981,630,202,659,569,masks/000001_017.png,crops/000001_017.jpg
000,1,0.33,18,0.8509,659,193,684,572,masks/000001_018.png,crops/000001_018.jpg
000,1,0.33,19,0.9087,682,201,719,578,masks/000001_019.png,crops/000001_019.jpg
000,1,0.33,20,0.9000,713,193,746,579,masks/000001_020.png,crops/000001_020.jpg
000,1,0.33,21,0.9060,738,158,779,579,masks/000001_021.png,crops/000001_021.jpg
000,1,0.33,22,0.8287,767,226,806,577,masks/000001_022.png,crops/000001_022.jpg
000,1,0.33,23,0.7930,794,155,828,580,masks/000001_023.png,crops/000001_023.jpg
000,1,0.33,24,0.7177,809,209,844,577,masks/000001_024.png,crops/000001_024.jpg
000,1,0.33,25,0.9196,828,162,882,579,masks/000001_025.png,crops/000001_025.jpg
000,1,0.33,26,0.9008,859,161,915,578,masks/000001_026.png,crops/000001_026.jpg
000,1,0.33,27,0.7908,890,208,936,566,masks/000001_027.png,crops/000001_027.jpg
000,1,0.33,28,0.8191,911,229,974,569,masks/000001_028.png,crops/000001_028.jpg
000,1,0.33,29,0.9072,948,185,1008,567,masks/000001_029.png,crops/000001_029.jpg
000,1,0.33,30,0.8777,975,220,1033,561,masks/000001_030.png,crops/000001_030.jpg
000,1,0.33,31,0.8195,1000,231,1060,556,masks/000001_031.png,crops/000001_031.jpg
000,1,0.33,32,0.8790,1026,233,1092,558,masks/000001_032.png,crops/000001_032.jpg
000,1,0.33,33,0.8491,1054,233,1123,560,masks/000001_033.png,crops/000001_033.jpg
000,1,0.33,34,0.8533,1083,201,1158,563,masks/000001_034.png,crops/000001_034.jpg
000,1,0.33,35,0.8205,1110,182,1184,563,masks/000001_035.png,crops/000001_035.jpg
000,1,0.33,36,0.8252,1130,178,1207,561,masks/000001_036.png,crops/000001_036.jpg
000,2,0.67,1,0.8617,191,207,280,600,masks/000002_001.png,crops/000002_001.jpg
000,2,0.67,2,0.8750,245,213,310,603,masks/000002_002.png,crops/000002_002.jpg
000,2,0.67,3,0.8685,278,213,333,601,masks/000002_003.png,crops/000002_003.jpg
000,2,0.67,4,0.7419,304,179,349,606,masks/000002_004.png,crops/000002_004.jpg
000,2,0.67,5,0.8319,319,179,367,606,masks/000002_005.png,crops/000002_005.jpg
000,2,0.67,6,0.8526,347,214,399,593,masks/000002_006.png,crops/000002_006.jpg
000,2,0.67,7,0.7163,382,261,419,589,masks/000002_007.png,crops/000002_007.jpg
000,2,0.67,8,0.8689,401,211,442,596,masks/000002_008.png,crops/000002_008.jpg
000,2,0.67,9,0.8105,427,249,466,592,masks/000002_009.png,crops/000002_009.jpg
000,2,0.67,10,0.7771,454,262,488,594,masks/000002_010.png,crops/000002_010.jpg
000,2,0.67,11,0.9139,467,179,512,606,masks/000002_011.png,crops/000002_011.jpg
000,2,0.67,12,0.9010,492,179,537,606,masks/000002_012.png,crops/000002_012.jpg
000,2,0.67,13,0.8833,521,223,564,603,masks/000002_013.png,crops/000002_013.jpg
000,2,0.67,14,0.7686,552,268,583,600,masks/000002_014.png,crops/000002_014.jpg
000,2,0.67,15,0.9012,572,213,610,596,masks/000002_015.png,crops/000002_015.jpg
000,2,0.67,16,0.8971,604,211,640,595,masks/000002_016.png,crops/000002_016.jpg
000,2,0.67,17,0.8680,638,225,669,595,masks/000002_017.png,crops/000002_017.jpg
000,2,0.67,18,0.8530,668,217,694,597,masks/000002_018.png,crops/000002_018.jpg
000,2,0.67,19,0.9175,691,225,728,604,masks/000002_019.png,crops/000002_019.jpg
000,2,0.67,20,0.8884,722,217,755,604,masks/000002_020.png,crops/000002_020.jpg
000,2,0.67,21,0.9260,747,182,789,605,masks/000002_021.png,crops/000002_021.jpg
000,2,0.67,22,0.8138,776,251,814,603,masks/000002_022.png,crops/000002_022.jpg
000,2,0.67,23,0.7595,802,178,837,604,masks/000002_023.png,crops/000002_023.jpg
000,2,0.67,24,0.7331,817,234,853,603,masks/000002_024.png,crops/000002_024.jpg
000,2,0.67,25,0.9137,837,186,891,604,masks/000002_025.png,crops/000002_025.jpg
000,2,0.67,26,0.8988,869,185,926,603,masks/000002_026.png,crops/000002_026.jpg
000,2,0.67,27,0.7734,900,232,945,592,masks/000002_027.png,crops/000002_027.jpg
000,2,0.67,28,0.7958,921,254,984,594,masks/000002_028.png,crops/000002_028.jpg
000,2,0.67,29,0.9035,958,210,1018,593,masks/000002_029.png,crops/000002_029.jpg
000,2,0.67,30,0.8375,985,244,1043,586,masks/000002_030.png,crops/000002_030.jpg
000,2,0.67,31,0.7932,1011,256,1070,583,masks/000002_031.png,crops/000002_031.jpg
000,2,0.67,32,0.8802,1038,258,1102,584,masks/000002_032.png,crops/000002_032.jpg
000,2,0.67,33,0.8428,1065,257,1133,586,masks/000002_033.png,crops/000002_033.jpg
000,2,0.67,34,0.8199,1095,226,1169,589,masks/000002_034.png,crops/000002_034.jpg
000,2,0.67,35,0.8631,1122,206,1195,589,masks/000002_035.png,crops/000002_035.jpg
000,2,0.67,36,0.8015,1142,203,1217,587,masks/000002_036.png,crops/000002_036.jpg
000,3,1.00,1,0.8459,188,225,273,610,masks/000003_001.png,crops/000003_001.jpg
000,3,1.00,2,0.8605,243,230,303,610,masks/000003_002.png,crops/000003_002.jpg
000,3,1.00,3,0.8490,275,230,327,610,masks/000003_003.png,crops/000003_003.jpg
000,3,1.00,4,0.6937,300,197,343,610,masks/000003_004.png,crops/000003_004.jpg
000,3,1.00,5,0.7948,316,196,361,610,masks/000003_005.png,crops/000003_005.jpg
000,3,1.00,6,0.8737,343,231,394,610,masks/000003_006.png,crops/000003_006.jpg
000,3,1.00,7,0.7181,379,278,415,610,masks/000003_007.png,crops/000003_007.jpg
000,3,1.00,8,0.8769,398,229,437,610,masks/000003_008.png,crops/000003_008.jpg
000,3,1.00,9,0.8439,423,267,461,610,masks/000003_009.png,crops/000003_009.jpg
000,3,1.00,10,0.7517,450,279,483,610,masks/000003_010.png,crops/000003_010.jpg
000,3,1.00,11,0.9074,464,196,506,610,masks/000003_011.png,crops/000003_011.jpg
000,3,1.00,12,0.8893,489,197,531,610,masks/000003_012.png,crops/000003_012.jpg
000,3,1.00,13,0.8171,517,241,558,610,masks/000003_013.png,crops/000003_013.jpg
000,3,1.00,14,0.6765,549,285,577,610,masks/000003_014.png,crops/000003_014.jpg
000,3,1.00,15,0.8982,569,230,605,610,masks/000003_015.png,crops/000003_015.jpg
000,3,1.00,16,0.8884,598,229,635,610,masks/000003_016.png,crops/000003_016.jpg
000,3,1.00,17,0.8911,634,243,664,610,masks/000003_017.png,crops/000003_017.jpg
000,3,1.00,18,0.8413,662,235,689,610,masks/000003_018.png,crops/000003_018.jpg
000,3,1.00,19,0.8949,684,244,724,610,masks/000003_019.png,crops/000003_019.jpg
000,3,1.00,20,0.8932,717,235,750,610,masks/000003_020.png,crops/000003_020.jpg
000,3,1.00,21,0.9022,742,201,784,610,masks/000003_021.png,crops/000003_021.jpg
000,3,1.00,22,0.8148,772,268,810,610,masks/000003_022.png,crops/000003_022.jpg
000,3,1.00,23,0.7486,798,197,832,610,masks/000003_023.png,crops/000003_023.jpg
000,3,1.00,24,0.6884,811,252,849,610,masks/000003_024.png,crops/000003_024.jpg
000,3,1.00,25,0.9203,833,205,887,610,masks/000003_025.png,crops/000003_025.jpg
000,3,1.00,26,0.9003,865,204,921,610,masks/000003_026.png,crops/000003_026.jpg
000,3,1.00,27,0.8120,894,251,941,610,masks/000003_027.png,crops/000003_027.jpg
000,3,1.00,28,0.8138,916,272,980,610,masks/000003_028.png,crops/000003_028.jpg
000,3,1.00,29,0.9166,954,228,1013,610,masks/000003_029.png,crops/000003_029.jpg
000,3,1.00,30,0.8590,981,263,1039,606,masks/000003_030.png,crops/000003_030.jpg
000,3,1.00,31,0.8212,1007,275,1066,602,masks/000003_031.png,crops/000003_031.jpg
000,3,1.00,32,0.8807,1033,276,1097,604,masks/000003_032.png,crops/000003_032.jpg
000,3,1.00,33,0.8420,1061,276,1129,606,masks/000003_033.png,crops/000003_033.jpg
000,3,1.00,34,0.8539,1090,245,1164,610,masks/000003_034.png,crops/000003_034.jpg
000,3,1.00,35,0.8574,1118,225,1190,610,masks/000003_035.png,crops/000003_035.jpg
000,3,1.00,36,0.8346,1138,222,1212,608,masks/000003_036.png,crops/000003_036.jpg
000,4,1.33,1,0.8380,188,243,269,610,masks/000004_001.png,crops/000004_001.jpg
000,4,1.33,2,0.8558,243,248,299,610,masks/000004_002.png,crops/000004_002.jpg
000,4,1.33,3,0.8287,274,248,324,610,masks/000004_003.png,crops/000004_003.jpg
000,4,1.33,4,0.6735,300,215,339,610,masks/000004_004.png,crops/000004_004.jpg
000,4,1.33,5,0.7818,315,215,357,610,masks/000004_005.png,crops/000004_005.jpg
000,4,1.33,6,0.8438,342,250,390,610,masks/000004_006.png,crops/000004_006.jpg
000,4,1.33,7,0.7449,377,296,411,610,masks/000004_007.png,crops/000004_007.jpg
000,4,1.33,8,0.8678,396,247,432,610,masks/000004_008.png,crops/000004_008.jpg
000,4,1.33,9,0.8231,421,284,457,610,masks/000004_009.png,crops/000004_009.jpg
000,4,1.33,10,0.7440,448,297,479,610,masks/000004_010.png,crops/000004_010.jpg
000,4,1.33,11,0.8981,462,215,502,610,masks/000004_011.png,crops/000004_011.jpg
000,4,1.33,12,0.8849,486,216,526,610,masks/000004_012.png,crops/000004_012.jpg
000,4,1.33,13,0.8702,515,259,556,610,masks/000004_013.png,crops/000004_013.jpg
000,4,1.33,14,0.6300,544,303,573,610,masks/000004_014.png,crops/000004_014.jpg
000,4,1.33,15,0.9117,566,249,601,610,masks/000004_015.png,crops/000004_015.jpg
000,4,1.33,16,0.8939,596,248,631,610,masks/000004_016.png,crops/000004_016.jpg
000,4,1.33,17,0.8655,631,261,659,610,masks/000004_017.png,crops/000004_017.jpg
000,4,1.33,18,0.8211,659,254,685,610,masks/000004_018.png,crops/000004_018.jpg
000,4,1.33,19,0.8866,680,262,720,610,masks/000004_019.png,crops/000004_019.jpg
000,4,1.33,20,0.8780,713,254,746,610,masks/000004_020.png,crops/000004_020.jpg
000,4,1.33,21,0.9221,739,220,779,610,masks/000004_021.png,crops/000004_021.jpg
000,4,1.33,22,0.8204,768,287,806,610,masks/000004_022.png,crops/000004_022.jpg
000,4,1.33,23,0.7952,795,217,828,610,masks/000004_023.png,crops/000004_023.jpg
000,4,1.33,24,0.6863,809,271,844,610,masks/000004_024.png,crops/000004_024.jpg
000,4,1.33,25,0.9083,829,224,881,610,masks/000004_025.png,crops/000004_025.jpg
000,4,1.33,26,0.9086,861,224,916,610,masks/000004_026.png,crops/000004_026.jpg
000,4,1.33,27,0.8031,891,270,936,610,masks/000004_027.png,crops/000004_027.jpg
000,4,1.33,28,0.7620,913,291,974,610,masks/000004_028.png,crops/000004_028.jpg
000,4,1.33,29,0.9117,951,247,1007,610,masks/000004_029.png,crops/000004_029.jpg
000,4,1.33,30,0.8361,977,283,1032,610,masks/000004_030.png,crops/000004_030.jpg
000,4,1.33,31,0.8053,1004,295,1060,610,masks/000004_031.png,crops/000004_031.jpg
000,4,1.33,32,0.8744,1030,297,1091,610,masks/000004_032.png,crops/000004_032.jpg
000,4,1.33,33,0.8218,1059,296,1122,610,masks/000004_033.png,crops/000004_033.jpg
000,4,1.33,34,0.8372,1088,265,1158,610,masks/000004_034.png,crops/000004_034.jpg
000,4,1.33,35,0.8434,1116,246,1183,610,masks/000004_035.png,crops/000004_035.jpg
000,4,1.33,36,0.8252,1136,242,1206,610,masks/000004_036.png,crops/000004_036.jpg
000,5,1.67,1,0.8411,188,237,268,610,masks/000005_001.png,crops/000005_001.jpg
000,5,1.67,2,0.8691,242,243,298,610,masks/000005_002.png,crops/000005_002.jpg
000,5,1.67,3,0.8335,273,242,322,610,masks/000005_003.png,crops/000005_003.jpg
000,5,1.67,4,0.7012,299,209,337,610,masks/000005_004.png,crops/000005_004.jpg
000,5,1.67,5,0.7805,314,209,357,610,masks/000005_005.png,crops/000005_005.jpg
000,5,1.67,6,0.8529,342,244,388,610,masks/000005_006.png,crops/000005_006.jpg
000,5,1.67,7,0.7109,376,291,409,610,masks/000005_007.png,crops/000005_007.jpg
000,5,1.67,8,0.8690,395,241,431,610,masks/000005_008.png,crops/000005_008.jpg
000,5,1.67,9,0.8215,421,279,456,610,masks/000005_009.png,crops/000005_009.jpg
000,5,1.67,10,0.7275,447,292,477,610,masks/000005_010.png,crops/000005_010.jpg
000,5,1.67,11,0.9090,461,210,500,610,masks/000005_011.png,crops/000005_011.jpg
000,5,1.67,12,0.8997,486,211,525,610,masks/000005_012.png,crops/000005_012.jpg
000,5,1.67,13,0.8818,514,254,554,610,masks/000005_013.png,crops/000005_013.jpg
000,5,1.67,14,0.6588,544,298,572,610,masks/000005_014.png,crops/000005_014.jpg
000,5,1.67,15,0.9040,565,245,600,610,masks/000005_015.png,crops/000005_015.jpg
000,5,1.67,16,0.8991,595,243,630,610,masks/000005_016.png,crops/000005_016.jpg
000,5,1.67,17,0.8773,630,257,659,610,masks/000005_017.png,crops/000005_017.jpg
000,5,1.67,18,0.8249,657,249,685,610,masks/000005_018.png,crops/000005_018.jpg
000,5,1.67,19,0.8898,680,258,720,610,masks/000005_019.png,crops/000005_019.jpg
000,5,1.67,20,0.8861,712,250,746,610,masks/000005_020.png,crops/000005_020.jpg
000,5,1.67,21,0.9194,738,216,779,610,masks/000005_021.png,crops/000005_021.jpg
000,5,1.67,22,0.8328,767,283,806,610,masks/000005_022.png,crops/000005_022.jpg
000,5,1.67,23,0.7793,794,213,828,610,masks/000005_023.png,crops/000005_023.jpg
000,5,1.67,24,0.6741,809,267,843,610,masks/000005_024.png,crops/000005_024.jpg
000,5,1.67,25,0.9238,828,220,881,610,masks/000005_025.png,crops/000005_025.jpg
000,5,1.67,26,0.8969,860,219,916,610,masks/000005_026.png,crops/000005_026.jpg
000,5,1.67,27,0.7922,890,266,936,610,masks/000005_027.png,crops/000005_027.jpg
000,5,1.67,28,0.8053,913,288,974,610,masks/000005_028.png,crops/000005_028.jpg
000,5,1.67,29,0.9092,951,243,1008,610,masks/000005_029.png,crops/000005_029.jpg
000,5,1.67,30,0.8433,978,279,1033,610,masks/000005_030.png,crops/000005_030.jpg
000,5,1.67,31,0.8338,1003,291,1061,610,masks/000005_031.png,crops/000005_031.jpg
000,5,1.67,32,0.8723,1030,293,1092,610,masks/000005_032.png,crops/000005_032.jpg
000,5,1.67,33,0.8346,1059,292,1123,610,masks/000005_033.png,crops/000005_033.jpg
000,5,1.67,34,0.8410,1088,261,1159,610,masks/000005_034.png,crops/000005_034.jpg
000,5,1.67,35,0.8435,1117,243,1184,610,masks/000005_035.png,crops/000005_035.jpg
000,5,1.67,36,0.8156,1137,240,1207,610,masks/000005_036.png,crops/000005_036.jpg
000,6,2.00,1,0.8305,196,219,279,610,masks/000006_001.png,crops/000006_001.jpg
000,6,2.00,2,0.8673,252,224,308,610,masks/000006_002.png,crops/000006_002.jpg
000,6,2.00,3,0.8391,284,224,332,610,masks/000006_003.png,crops/000006_003.jpg
000,6,2.00,4,0.7558,310,190,348,610,masks/000006_004.png,crops/000006_004.jpg
000,6,2.00,5,0.8157,325,190,367,610,masks/000006_005.png,crops/000006_005.jpg
000,6,2.00,6,0.8729,352,226,399,610,masks/000006_006.png,crops/000006_006.jpg
000,6,2.00,7,0.7263,387,274,420,607,masks/000006_007.png,crops/000006_007.jpg
000,6,2.00,8,0.8765,406,224,443,610,masks/000006_008.png,crops/000006_008.jpg
000,6,2.00,9,0.8017,431,261,467,610,masks/000006_009.png,crops/000006_009.jpg
000,6,2.00,10,0.7548,458,275,489,610,masks/000006_010.png,crops/000006_010.jpg
000,6,2.00,11,0.9061,473,191,512,610,masks/000006_011.png,crops/000006_011.jpg
000,6,2.00,12,0.8911,497,192,538,610,masks/000006_012.png,crops/000006_012.jpg
000,6,2.00,13,0.8403,526,236,565,610,masks/000006_013.png,crops/000006_013.jpg
000,6,2.00,14,0.7472,556,282,584,610,masks/000006_014.png,crops/000006_014.jpg
000,6,2.00,15,0.8973,577,227,612,610,masks/000006_015.png,crops/000006_015.jpg
000,6,2.00,16,0.8988,608,226,643,610,masks/000006_016.png,crops/000006_016.jpg
000,6,2.00,17,0.8496,642,239,673,610,masks/000006_017.png,crops/000006_017.jpg
000,6,2.00,18,0.8363,669,231,699,610,masks/000006_018.png,crops/000006_018.jpg
000,6,2.00,19,0.8883,692,240,734,610,masks/000006_019.png,crops/000006_019.jpg
000,6,2.00,20,0.8888,725,232,760,610,masks/000006_020.png,crops/000006_020.jpg
000,6,2.00,21,0.8959,750,197,794,610,masks/000006_021.png,crops/000006_021.jpg
000,6,2.00,22,0.8254,780,265,820,610,masks/000006_022.png,crops/000006_022.jpg
000,6,2.00,23,0.7740,807,194,843,610,masks/000006_023.png,crops/000006_023.jpg
000,6,2.00,24,0.6985,821,249,859,610,masks/000006_024.png,crops/000006_024.jpg
000,6,2.00,25,0.9214,842,201,898,610,masks/000006_025.png,crops/000006_025.jpg
000,6,2.00,26,0.8959,875,200,933,610,masks/000006_026.png,crops/000006_026.jpg
000,6,2.00,27,0.7795,906,248,953,610,masks/000006_027.png,crops/000006_027.jpg
000,6,2.00,28,0.8288,927,270,992,610,masks/000006_028.png,crops/000006_028.jpg
000,6,2.00,29,0.9124,966,226,1025,610,masks/000006_029.png,crops/000006_029.jpg
000,6,2.00,30,0.8503,993,262,1051,610,masks/000006_030.png,crops/000006_030.jpg
000,6,2.00,31,0.8243,1019,274,1079,607,masks/000006_031.png,crops/000006_031.jpg
000,6,2.00,32,0.8734,1046,276,1111,610,masks/000006_032.png,crops/000006_032.jpg
000,6,2.00,33,0.8229,1075,275,1143,610,masks/000006_033.png,crops/000006_033.jpg
000,6,2.00,34,0.8611,1103,244,1179,610,masks/000006_034.png,crops/000006_034.jpg
000,6,2.00,35,0.8535,1133,224,1205,610,masks/000006_035.png,crops/000006_035.jpg
000,6,2.00,36,0.8328,1153,221,1228,610,masks/000006_036.png,crops/000006_036.jpg
000,7,2.33,1,0.7855,200,183,283,590,masks/000007_001.png,crops/000007_001.jpg
000,7,2.33,2,0.8817,257,189,314,594,masks/000007_002.png,crops/000007_002.jpg
000,7,2.33,3,0.8421,289,189,338,591,masks/000007_003.png,crops/000007_003.jpg
000,7,2.33,4,0.7188,315,153,355,598,masks/000007_004.png,crops/000007_004.jpg
000,7,2.33,5,0.7988,331,153,372,597,masks/000007_005.png,crops/000007_005.jpg
000,7,2.33,6,0.8535,359,191,407,586,masks/000007_006.png,crops/000007_006.jpg
000,7,2.33,7,0.7360,394,240,428,582,masks/000007_007.png,crops/000007_007.jpg
000,7,2.33,8,0.8695,414,189,451,590,masks/000007_008.png,crops/000007_008.jpg
000,7,2.33,9,0.8420,441,229,476,585,masks/000007_009.png,crops/000007_009.jpg
000,7,2.33,10,0.7646,468,241,499,587,masks/000007_010.png,crops/000007_010.jpg
000,7,2.33,11,0.9124,483,155,523,600,masks/000007_011.png,crops/000007_011.jpg
000,7,2.33,12,0.8898,509,155,549,600,masks/000007_012.png,crops/000007_012.jpg
000,7,2.33,13,0.8896,537,202,577,597,masks/000007_013.png,crops/000007_013.jpg
000,7,2.33,14,0.7589,569,249,596,596,masks/000007_014.png,crops/000007_014.jpg
000,7,2.33,15,0.8841,590,192,624,591,masks/000007_015.png,crops/000007_015.jpg
000,7,2.33,16,0.9090,622,191,656,591,masks/000007_016.png,crops/000007_016.jpg
000,7,2.33,17,0.8626,656,206,688,592,masks/000007_017.png,crops/000007_017.jpg
000,7,2.33,18,0.8536,685,197,715,595,masks/000007_018.png,crops/000007_018.jpg
000,7,2.33,19,0.9121,708,205,751,602,masks/000007_019.png,crops/000007_019.jpg
000,7,2.33,20,0.8972,741,197,779,602,masks/000007_020.png,crops/000007_020.jpg
000,7,2.33,21,0.9252,767,161,814,604,masks/000007_021.png,crops/000007_021.jpg
000,7,2.33,22,0.8487,797,232,840,602,masks/000007_022.png,crops/000007_022.jpg
000,7,2.33,23,0.7838,825,158,864,604,masks/000007_023.png,crops/000007_023.jpg
000,7,2.33,24,0.7243,840,215,881,603,masks/000007_024.png,crops/000007_024.jpg
000,7,2.33,25,0.9231,861,166,921,604,masks/000007_025.png,crops/000007_025.jpg
000,7,2.33,26,0.9019,894,165,957,603,masks/000007_026.png,crops/000007_026.jpg
000,7,2.33,27,0.7973,927,215,978,593,masks/000007_027.png,crops/000007_027.jpg
000,7,2.33,28,0.8002,949,238,1017,595,masks/000007_028.png,crops/000007_028.jpg
000,7,2.33,29,0.9086,988,192,1052,594,masks/000007_029.png,crops/000007_029.jpg
000,7,2.33,30,0.8640,1017,230,1079,589,masks/000007_030.png,crops/000007_030.jpg
000,7,2.33,31,0.8141,1043,243,1108,586,masks/000007_031.png,crops/000007_031.jpg
000,7,2.33,32,0.8686,1071,244,1140,587,masks/000007_032.png,crops/000007_032.jpg
000,7,2.33,33,0.8543,1101,244,1173,590,masks/000007_033.png,crops/000007_033.jpg
000,7,2.33,34,0.8634,1131,211,1210,593,masks/000007_034.png,crops/000007_034.jpg
000,7,2.33,35,0.8578,1161,191,1238,594,masks/000007_035.png,crops/000007_035.jpg
000,7,2.33,36,0.8161,1182,188,1262,591,masks/000007_036.png,crops/000007_036.jpg
000,8,2.67,1,0.8132,206,198,292,608,masks/000008_001.png,crops/000008_001.jpg
000,8,2.67,2,0.8669,265,204,322,610,masks/000008_002.png,crops/000008_002.jpg
000,8,2.67,3,0.8393,296,204,347,610,masks/000008_003.png,crops/000008_003.jpg
000,8,2.67,4,0.7029,322,168,363,610,masks/000008_004.png,crops/000008_004.jpg
000,8,2.67,5,0.8146,339,169,381,610,masks/000008_005.png,crops/000008_005.jpg
000,8,2.67,6,0.8529,367,206,416,604,masks/000008_006.png,crops/000008_006.jpg
000,8,2.67,7,0.7039,403,257,437,599,masks/000008_007.png,crops/000008_007.jpg
000,8,2.67,8,0.8751,422,204,460,606,masks/000008_008.png,crops/000008_008.jpg
000,8,2.67,9,0.8423,448,244,484,603,masks/000008_009.png,crops/000008_009.jpg
000,8,2.67,10,0.7676,476,258,507,607,masks/000008_010.png,crops/000008_010.jpg
000,8,2.67,11,0.9072,490,171,531,610,masks/000008_011.png,crops/000008_011.jpg
000,8,2.67,12,0.8870,516,172,557,610,masks/000008_012.png,crops/000008_012.jpg
000,8,2.67,13,0.8858,545,219,585,610,masks/000008_013.png,crops/000008_013.jpg
000,8,2.67,14,0.7585,577,267,605,610,masks/000008_014.png,crops/000008_014.jpg
000,8,2.67,15,0.9090,599,209,632,610,masks/000008_015.png,crops/000008_015.jpg
000,8,2.67,16,0.9020,631,208,665,610,masks/000008_016.png,crops/000008_016.jpg
000,8,2.67,17,0.8695,662,223,698,610,masks/000008_017.png,crops/000008_017.jpg
000,8,2.67,18,0.8671,693,214,725,610,masks/000008_018.png,crops/000008_018.jpg
